"","ID","NoAuthors","NoCollaborations","Origin.Country","Int.Collab","Countries","journal"
"11691","25375328",10,7,"Canada",2,"Canada,United States","plos one"
"11692","25375326",13,8,"United States",1,"United States","plos one"
"11693","25375323",3,3,"India",1,"India","plos one"
"11694","25375315",9,2,"China",1,"China","plos one"
"11695","25375257",8,1,"Germany",1,"Germany","plos one"
"11696","25375256",3,3,"Malaysia",1,"Malaysia","plos one"
"11697","25375255",12,4,"Australia",3,"Australia,Bangladesh,United States","plos one"
"11698","25375249",2,1,"Malaysia",1,"Malaysia","plos one"
"11699","25375244",10,2,"Japan",1,"Japan","plos one"
"11700","25375243",5,2,"Mexico",1,"Mexico","plos one"
"11701","25375241",5,1,"United States",1,"United States","plos one"
"11702","25375240",5,5,"Japan",1,"Japan","plos one"
"11703","25375238",3,2,"United States",1,"United States","plos one"
"11704","25375235",10,3,"Germany",1,"Germany","plos one"
"11705","25375228",4,2,"United States",1,"United States","plos one"
"11706","25375227",8,2,"China",1,"China","plos one"
"11707","25375224",6,5,"Israel",2,"Israel,United States","plos one"
"11708","25375219",4,3,"China",1,"China","plos one"
"11709","25375212",5,3,"France",1,"France","plos one"
"11710","25375181",11,1,"Australia",1,"Australia","plos one"
"11711","25375179",1,1,"United States",1,"United States","plos one"
"11712","25375177",10,4,"Japan",1,"Japan","plos one"
"11713","25375176",5,3,"China",1,"China","plos one"
"11714","25375175",4,2,"United States",1,"United States","plos one"
"11715","25375172",6,4,"Oman",3,"Oman,Germany,Canada","plos one"
"11716","25375171",10,5,"Germany",2,"Germany,United States","plos one"
"11717","25375169",8,6,"Australia",1,"Australia","plos one"
"11718","25375168",7,4,"China",1,"China","plos one"
"11719","25375166",11,5,"Italy",2,"Italy,Spain","plos one"
"11720","25375165",5,3,"Australia",1,"Australia","plos one"
"11721","25375164",2,2,"United States",1,"United States","plos one"
"11722","25375163",9,5,"Netherlands",2,"Netherlands,Germany","plos one"
"11723","25375161",12,7,"Japan",1,"Japan","plos one"
"11724","25375160",4,3,"Japan",1,"Japan","plos one"
"11725","25375158",8,1,"Israel",1,"Israel","plos one"
"11726","25375157",5,2,"China",1,"China","plos one"
"11727","25375154",7,3,"Netherlands",1,"Netherlands","plos one"
"11728","25375152",10,6,"China",1,"China","plos one"
"11729","25375151",5,2,"China",1,"China","plos one"
"11730","25375150",3,2,"United States",1,"United States","plos one"
"11731","25375149",7,2,"Norway",1,"Norway","plos one"
"11732","25375147",9,2,"China",1,"China","plos one"
"11733","25375145",11,6,"Malawi",2,"Malawi,United Kingdom","plos one"
"11734","25375144",5,2,"Egypt",1,"Egypt","plos one"
"11735","25375143",15,7,"United States",3,"United States,Canada,Spain","plos one"
"11736","25375141",6,3,"Spain",1,"Spain","plos one"
"11737","25375139",6,6,"China",3,"China,United States,Georgia","plos one"
"11738","25375138",3,1,"United States",1,"United States","plos one"
"11739","25375135",9,3,"Australia",1,"Australia","plos one"
"11740","25375134",6,2,"Mexico",2,"Mexico,Spain","plos one"
"11741","25375133",9,4,"China",2,"China,Germany","plos one"
"11742","25375132",2,1,"Germany",1,"Germany","plos one"
"11743","25375131",8,2,"China",1,"China","plos one"
"11744","25375130",6,3,"Germany",2,"Germany,Italy","plos one"
"11745","25375129",10,3,"China",1,"China","plos one"
"11746","25375127",6,4,"United States",2,"United States,Russian Federation","plos one"
"11747","25375125",5,5,"Georgia",1,"Georgia","plos one"
"11748","25375124",6,4,"China",1,"China","plos one"
"11749","25375123",7,4,"China",2,"China,United States","plos one"
"11750","25375122",6,3,"Japan",1,"Japan","plos one"
"11751","25375118",5,4,"Italy",1,"Italy","plos one"
"11752","25375116",4,4,"United States",1,"United States","plos one"
"11753","25375115",8,3,"Brazil",2,"Brazil,United Kingdom","plos one"
"11754","25375113",4,2,"China",1,"China","plos one"
"11755","25375111",4,1,"China",1,"China","plos one"
"11756","25375109",8,5,"Australia",1,"Australia","plos one"
"11757","25375106",2,1,"United States",1,"United States","plos one"
"11758","25375105",3,1,"United States",1,"United States","plos one"
"11759","25375104",3,1,"Saudi Arabia",1,"Saudi Arabia","plos one"
"11760","25375103",4,2,"United States",1,"United States","plos one"
"11761","25375102",5,4,"Japan",2,"Japan,United Kingdom","plos one"
"11762","25375101",3,3,"Australia",1,"Australia","plos one"
"11763","25375099",38,6,"United States",2,"United States,Canada","plos one"
"11764","25375098",8,4,"Brazil",1,"Brazil","plos one"
"11765","25375097",4,2,"United States",1,"United States","plos one"
"11766","25372927",3,1,"United States",1,"United States","plos one"
"11767","25372894",10,9,"United States",3,"United States,United Kingdom,Guinea","plos one"
"11768","25372882",11,2,"China",1,"China","plos one"
"11769","25372879",4,4,"United Kingdom",4,"United Kingdom,Brazil,Italy,Georgia","plos one"
"11770","25372878",2,2,"United Kingdom",1,"United Kingdom","plos one"
"11771","25372876",10,9,"Canada",1,"Canada","plos one"
"11772","25372875",10,4,"China",1,"China","plos one"
"11773","25372873",7,1,"China",1,"China","plos one"
"11774","25372872",13,6,"Brazil",1,"Brazil","plos one"
"11775","25372871",8,2,"China",2,"China,United States","plos one"
"11776","25372870",10,4,"Italy",3,"Italy,Switzerland,Germany","plos one"
"11777","25372869",4,2,"Germany",2,"Germany,Netherlands","plos one"
"11778","25372864",2,2,"United States",1,"United States","plos one"
"11779","25372863",6,3,"China",1,"China","plos one"
"11780","25372862",10,5,"United States",1,"United States","plos one"
"11781","25372856",5,3,"Denmark",2,"Denmark,United States","plos one"
"11782","25372853",14,8,"Italy",1,"Italy","plos one"
"11783","25372844",7,2,"United States",1,"United States","plos one"
"11784","25372843",7,4,"Ethiopia",3,"Ethiopia,United States,Belgium","plos one"
"11785","25372840",9,3,"China",1,"China","plos one"
"11786","25372839",11,5,"China",1,"China","plos one"
"11787","25372838",7,4,"Italy",1,"Italy","plos one"
"11788","25372837",5,2,"Ireland",1,"Ireland","plos one"
"11789","25372836",5,4,"United States",1,"United States","plos one"
"11790","25372835",2,2,"United States",1,"United States","plos one"
"11791","25372809",3,2,"Georgia",2,"Georgia,United States","plos one"
"11792","25372789",5,5,"Spain",2,"Spain,Italy","plos one"
"11793","25372787",5,3,"China",2,"China,United States","plos one"
"11794","25372785",9,5,"Germany",2,"Germany,NA","plos one"
"11795","25372784",9,7,"China",1,"China","plos one"
"11796","25372770",36,7,"United States",5,"United States,United Kingdom,China,Switzerland,Canada","plos one"
"11797","25372720",4,2,"United States",1,"United States","plos one"
"11798","25372719",3,1,"United States",1,"United States","plos one"
"11799","25372714",7,6,"Taiwan",2,"Taiwan,China","plos one"
"11800","25372712",5,5,"United States",3,"United States,Uganda,Australia","plos one"
"11801","25372711",4,2,"Taiwan",1,"Taiwan","plos one"
"11802","25372710",6,5,"Netherlands",1,"Netherlands","plos one"
"11803","25372709",5,4,"Canada",2,"Canada,United States","plos one"
"11804","25372707",5,2,"Korea",1,"Korea","plos one"
"11805","25372706",6,1,"China",1,"China","plos one"
"11806","25372705",7,3,"Spain",2,"Spain,Indonesia","plos one"
"11807","25372699",13,2,"Japan",1,"Japan","plos one"
"11808","25372668",8,2,"Serbia",1,"Serbia","plos one"
"11809","25372666",9,6,"Norway",3,"Norway,United Kingdom,Canada","plos one"
"11810","25372665",8,2,"China",1,"China","plos one"
"11811","25372662",7,3,"United States",1,"United States","plos one"
"11812","25372614",6,4,"United States",1,"United States","plos one"
"11813","25372613",2,1,"United States",1,"United States","plos one"
"11814","25372610",6,6,"Netherlands",2,"Netherlands,South Africa","plos one"
"11815","25372609",8,7,"Japan",1,"Japan","plos one"
"11816","25372608",8,4,"United States",1,"United States","plos one"
"11817","25372607",10,5,"Italy",3,"Italy,Ireland,Germany","plos one"
"11818","25372606",5,4,"Australia",1,"Australia","plos one"
"11819","25372603",5,2,"United States",1,"United States","plos one"
"11820","25372597",7,3,"United States",2,"United States,Georgia","plos one"
"11821","25372596",17,5,"United States",2,"United States,Peru","plos one"
"11822","25372594",4,2,"Korea",1,"Korea","plos one"
"11823","25372592",14,8,"Korea",1,"Korea","plos one"
"11824","25372571",1,1,"United States",1,"United States","plos one"
"11825","25372569",5,2,"United States",1,"United States","plos one"
"11826","25372567",5,1,"China",1,"China","plos one"
"11827","25372548",6,3,"Finland",2,"Finland,United States","plos one"
"11828","25372492",7,6,"Czech Republic",2,"Czech Republic,United Kingdom","plos one"
"11829","25372490",12,9,"Netherlands",8,"Netherlands,Belgium,Slovenia,Hungary,Norway,Switzerland,Greece,Spain","plos one"
"11830","25372489",12,3,"Korea",1,"Korea","plos one"
"11831","25372488",6,3,"Greece",1,"Greece","plos one"
"11832","25372487",7,4,"Italy",1,"Italy","plos one"
"11833","25372486",3,3,"Germany",2,"Germany,Spain","plos one"
"11834","25372485",5,4,"Netherlands",2,"Netherlands,Suriname","plos one"
"11835","25372483",5,2,"Netherlands",1,"Netherlands","plos one"
"11836","25372479",8,7,"United Kingdom",5,"United Kingdom,NA,USA,South Africa,United States","plos one"
"11837","25372470",6,3,"Germany",2,"Germany,Georgia","plos one"
"11838","25372469",8,3,"Brazil",2,"Brazil,Italy","plos one"
"11839","25372468",11,5,"China",1,"China","plos one"
"11840","25372464",1,1,"United States",1,"United States","plos one"
"11841","25372461",8,6,"Norway",2,"Norway,Iceland","plos one"
"11842","25372459",4,1,"United Kingdom",1,"United Kingdom","plos one"
"11843","25372458",6,4,"China",1,"China","plos one"
"11844","25372406",4,1,"Belgium",1,"Belgium","plos one"
"11845","25372405",4,4,"United Kingdom",2,"United Kingdom,United States","plos one"
"11846","25372404",4,2,"Sweden",2,"Sweden,United Kingdom","plos one"
"11847","25372403",5,2,"Korea",1,"Korea","plos one"
"11848","25372402",5,2,"United States",1,"United States","plos one"
"11849","25372401",9,4,"Germany",1,"Germany","plos one"
"11850","25372399",11,8,"Germany",1,"Germany","plos one"
"11851","25372392",9,5,"Singapore",1,"Singapore","plos one"
"11852","25372390",7,3,"Japan",1,"Japan","plos one"
"11853","25372389",5,3,"Netherlands",1,"Netherlands","plos one"
"11854","25372388",7,1,"United States",1,"United States","plos one"
"11855","25372387",4,3,"United States",1,"United States","plos one"
"11856","25372386",2,1,"United Kingdom",1,"United Kingdom","plos one"
"11857","25372385",9,5,"United Kingdom",3,"United Kingdom,Spain,Japan","plos one"
"11858","25372384",7,3,"Japan",2,"Japan,China","plos one"
"11859","25372370",4,3,"Singapore",2,"Singapore,United States","plos one"
"11860","25372295",9,3,"China",1,"China","plos one"
"11861","25372294",4,4,"Australia",1,"Australia","plos one"
"11862","25372293",8,5,"United States",2,"United States,Argentina","plos one"
"11863","25372292",7,5,"Germany",2,"Germany,Canada","plos one"
"11864","25372291",4,1,"United States",1,"United States","plos one"
"11865","25372290",11,4,"Japan",1,"Japan","plos one"
"11866","25372289",2,1,"United States",1,"United States","plos one"
"11867","25372287",16,5,"Korea",1,"Korea","plos one"
"11868","25372286",8,7,"United States",1,"United States","plos one"
"11869","25372285",7,3,"United States",1,"United States","plos one"
"11870","25372284",3,2,"Portugal",1,"Portugal","plos one"
"11871","25372283",6,4,"United States",1,"United States","plos one"
"11872","25372282",4,2,"Canada",1,"Canada","plos one"
"11873","25372281",6,3,"Brazil",1,"Brazil","plos one"
"11874","25372280",6,3,"Spain",1,"Spain","plos one"
"11875","25372277",1,1,"United States",1,"United States","plos one"
"11876","25372150",5,4,"United States",2,"United States,New Zealand","plos one"
"11877","25372149",11,4,"United States",1,"United States","plos one"
"11878","25372147",6,3,"France",2,"France,Spain","plos one"
"11879","25372146",2,2,"Korea",1,"Korea","plos one"
"11880","25372145",4,2,"Brazil",1,"Brazil","plos one"
"11881","25372144",11,2,"United States",1,"United States","plos one"
"11882","25372143",6,2,"Romania",2,"Romania,Netherlands","plos one"
"11883","25372142",7,4,"China",1,"China","plos one"
"11884","25372141",6,4,"China",2,"China,Pakistan","plos one"
"11885","25372140",7,4,"Netherlands",3,"Netherlands,Germany,Belgium","plos one"
"11886","25372139",3,1,"United States",1,"United States","plos one"
"11887","25372138",5,1,"Germany",1,"Germany","plos one"
"11888","25372137",6,4,"Brazil",1,"Brazil","plos one"
"11889","25372136",4,1,"Korea",1,"Korea","plos one"
"11890","25372135",6,3,"China",3,"China,India,United States","plos one"
"11891","25372044",10,3,"China",2,"China,United States","plos one"
"11892","25372043",10,4,"Uganda",2,"Uganda,United Kingdom","plos one"
"11893","25372041",3,3,"China",1,"China","plos one"
"11894","25372040",10,2,"China",1,"China","plos one"
"11895","25372039",2,1,"India",1,"India","plos one"
"11896","25372038",7,2,"United States",1,"United States","plos one"
"11897","25372037",9,6,"United States",1,"United States","plos one"
"11898","25372036",4,3,"United States",1,"United States","plos one"
"11899","25372035",6,2,"Spain",1,"Spain","plos one"
"11900","25372034",3,3,"China",1,"China","plos one"
"11901","25372033",5,4,"China",1,"China","plos one"
"11902","25372032",7,1,"China",1,"China","plos one"
"11903","25372031",4,1,"India",1,"India","plos one"
"11904","25372030",3,1,"United States",1,"United States","plos one"
"11905","25372029",7,5,"Belgium",2,"Belgium,Congo","plos one"
"11906","25369531",3,3,"Poland",1,"Poland","plos one"
"11907","25369529",5,3,"China",1,"China","plos one"
"11908","25369528",7,2,"China",1,"China","plos one"
"11909","25369527",5,3,"Czech Republic",1,"Czech Republic","plos one"
"11910","25369523",4,3,"Canada",1,"Canada","plos one"
"11911","25369515",3,2,"Canada",1,"Canada","plos one"
"11912","25369510",3,2,"Germany",2,"Germany,Austria","plos one"
"11913","25369508",5,4,"Spain",1,"Spain","plos one"
"11914","25369507",3,3,"India",2,"India,United States","plos one"
"11915","25369472",7,5,"Taiwan",1,"Taiwan","plos one"
"11916","25369471",6,1,"China",1,"China","plos one"
"11917","25369468",15,7,"Norway",6,"Norway,Czech Republic,Sweden,Denmark,Italy,Germany","plos one"
"11918","25369465",6,3,"France",1,"France","plos one"
"11919","25369462",6,4,"China",1,"China","plos one"
"11920","25369457",11,5,"Netherlands",2,"Netherlands,Malaysia","plos one"
"11921","25369456",8,2,"Italy",1,"Italy","plos one"
"11922","25369455",7,6,"Cameroon",3,"Cameroon,United States,South Africa","plos one"
"11923","25369454",8,5,"Singapore",3,"Singapore,Croatia,United States","plos one"
"11924","25369453",4,1,"India",1,"India","plos one"
"11925","25369452",9,5,"India",1,"India","plos one"
"11926","25369450",3,2,"Canada",1,"Canada","plos one"
"11927","25369447",5,4,"Australia",2,"Australia,India","plos one"
"11928","25369426",9,4,"Japan",1,"Japan","plos one"
"11929","25369421",2,2,"China",1,"China","plos one"
"11930","25369402",12,2,"United States",1,"United States","plos one"
"11931","25369374",4,1,"United States",1,"United States","plos one"
"11932","25369369",4,4,"United States",2,"United States,United Kingdom","plos one"
"11933","25369366",17,10,"Australia",7,"Australia,Canada,United Kingdom,China,India,Colombia,Brazil","plos one"
"11934","25369365",7,5,"United States",3,"United States,Germany,Switzerland","plos one"
"11935","25369333",10,8,"Germany",2,"Germany,United States","plos one"
"11936","25369332",4,3,"Germany",1,"Germany","plos one"
"11937","25369331",5,2,"Denmark",1,"Denmark","plos one"
"11938","25369330",8,1,"China",1,"China","plos one"
"11939","25369329",2,2,"Canada",1,"Canada","plos one"
"11940","25369328",4,2,"Germany",1,"Germany","plos one"
"11941","25369327",10,4,"Netherlands",1,"Netherlands","plos one"
"11942","25369324",12,1,"China",1,"China","plos one"
"11943","25369323",12,1,"China",1,"China","plos one"
"11944","25369320",9,3,"China",2,"China,Australia","plos one"
"11945","25369315",1,1,"Russia",1,"Russia","plos one"
"11946","25369297",9,7,"Brazil",3,"Brazil,Uruguay,Japan","plos one"
"11947","25369292",6,2,"Spain",1,"Spain","plos one"
"11948","25369291",3,2,"Madagascar",1,"Madagascar","plos one"
"11949","25369289",8,4,"Belgium",2,"Belgium,Netherlands","plos one"
"11950","25369287",45,6,"Netherlands",5,"Netherlands,France,Germany,Finland,Sweden","plos one"
"11951","25369286",8,7,"Spain",1,"Spain","plos one"
"11952","25369284",14,6,"Brazil",2,"Brazil,Canada","plos one"
"11953","25369269",5,4,"Italy",1,"Italy","plos one"
"11954","25369268",7,4,"Spain",1,"Spain","plos one"
"11955","25369266",8,3,"Switzerland",1,"Switzerland","plos one"
"11956","25369265",6,3,"United States",2,"United States,India","plos one"
"11957","25369261",10,6,"Japan",1,"Japan","plos one"
"11958","25369260",4,2,"Germany",1,"Germany","plos one"
"11959","25369259",9,7,"China",2,"China,United States","plos one"
"11960","25369239",9,1,"Australia",1,"Australia","plos one"
"11961","25369237",12,6,"China",1,"China","plos one"
"11962","25369234",9,6,"Germany",2,"Germany,Japan","plos one"
"11963","25369230",9,5,"France",2,"France,Germany","plos one"
"11964","25369211",6,2,"Brazil",1,"Brazil","plos one"
"11965","25369210",6,1,"China",1,"China","plos one"
"11966","25369209",7,3,"United States",1,"United States","plos one"
"11967","25369206",10,1,"China",1,"China","plos one"
"11968","25369203",10,5,"Australia",2,"Australia,United Kingdom","plos one"
"11969","25369201",5,1,"Korea",1,"Korea","plos one"
"11970","25369198",10,4,"United States",1,"United States","plos one"
"11971","25369197",6,3,"Brazil",1,"Brazil","plos one"
"11972","25369196",8,2,"China",1,"China","plos one"
"11973","25369195",3,1,"India",1,"India","plos one"
"11974","25369194",13,3,"Austria",1,"Austria","plos one"
"11975","25369193",5,4,"Germany",2,"Germany,United Kingdom","plos one"
"11976","25369183",4,2,"United States",1,"United States","plos one"
"11977","25369172",8,7,"United States",1,"United States","plos one"
"11978","25369170",6,5,"United States",1,"United States","plos one"
"11979","25369152",8,6,"Belgium",4,"Belgium,Netherlands,France,United States","plos one"
"11980","25369147",4,4,"Korea",1,"Korea","plos one"
"11981","25369140",10,4,"United States",1,"United States","plos one"
"11982","25369138",2,1,"Germany",1,"Germany","plos one"
"11983","25369137",12,2,"Italy",1,"Italy","plos one"
"11984","25369133",12,7,"United States",2,"United States,Germany","plos one"
"11985","25369131",11,3,"Netherlands",1,"Netherlands","plos one"
"11986","25369130",5,1,"United Kingdom",1,"United Kingdom","plos one"
"11987","25369128",6,3,"Netherlands",1,"Netherlands","plos one"
"11988","25369126",11,4,"India",3,"India,United States,United Kingdom","plos one"
"11989","25369125",7,4,"France",1,"France","plos one"
"11990","25369124",2,2,"Germany",1,"Germany","plos one"
"11991","25369121",7,5,"China",2,"China,Hong Kong","plos one"
"11992","25369120",13,4,"Korea",1,"Korea","plos one"
"11993","25369118",9,7,"Denmark",1,"Denmark","plos one"
"11994","25369106",5,1,"United States",1,"United States","plos one"
"11995","25369080",12,7,"Poland",2,"Poland,United States","plos one"
"11996","25369078",5,2,"Korea",1,"Korea","plos one"
"11997","25369077",5,1,"China",1,"China","plos one"
"11998","25369070",11,4,"Tunisia",3,"Tunisia,France,Canada","plos one"
"11999","25369067",4,3,"Germany",1,"Germany","plos one"
"12000","25369066",5,3,"Finland",3,"Finland,United States,China","plos one"
"12001","25369065",5,4,"China",1,"China","plos one"
"12002","25369064",16,5,"France",1,"France","plos one"
"12003","25369063",3,3,"Japan",1,"Japan","plos one"
"12004","25369062",3,1,"China",1,"China","plos one"
"12005","25369061",9,1,"Bangladesh",1,"Bangladesh","plos one"
"12006","25369058",7,4,"United States",1,"United States","plos one"
"12007","25369057",15,9,"Ireland",3,"Ireland,United Kingdom,Israel","plos one"
"12008","25369055",6,2,"France",1,"France","plos one"
"12009","25369054",4,3,"Sweden",2,"Sweden,France","plos one"
"12010","25369053",7,6,"India",2,"India,United Arab Emirates","plos one"
"12011","25369052",2,1,"Belgium",1,"Belgium","plos one"
"12012","25369051",4,2,"United States",1,"United States","plos one"
"12013","25369049",6,3,"Taiwan",2,"Taiwan,Russia","plos one"
"12014","25369040",6,2,"China",1,"China","plos one"
"12015","25369038",6,1,"Denmark",1,"Denmark","plos one"
"12016","25369036",8,2,"China",2,"China,United States","plos one"
"12017","25369034",5,2,"Sweden",1,"Sweden","plos one"
"12018","25369033",2,1,"United States",1,"United States","plos one"
"12019","25369032",5,2,"Australia",1,"Australia","plos one"
"12020","25369030",15,10,"Japan",2,"Japan,Israel","plos one"
"12021","25369029",8,3,"Hungary",2,"Hungary,United States","plos one"
"12022","25369028",7,3,"United States",1,"United States","plos one"
"12023","25369027",4,1,"Italy",1,"Italy","plos one"
"12024","25369026",3,1,"Australia",1,"Australia","plos one"
"12025","25369024",4,1,"Poland",1,"Poland","plos one"
"12026","25369023",24,10,"Georgia",3,"Georgia,United States,Egypt","plos one"
"12027","25369022",16,12,"Austria",5,"Austria,Germany,United Kingdom,Portugal,Hungary","plos one"
"12028","25369021",6,4,"Netherlands",2,"Netherlands,Belgium","plos one"
"12029","25369020",7,4,"Germany",2,"Germany,Australia","plos one"
"12030","25369019",5,4,"Canada",1,"Canada","plos one"
"12031","25369004",15,4,"China",1,"China","plos one"
"12032","25369003",6,4,"Denmark",2,"Denmark,France","plos one"
"12033","25369001",4,3,"Niger",1,"Niger","plos one"
"12034","25368999",3,1,"Canada",1,"Canada","plos one"
"12035","25368998",14,6,"Austria",3,"Austria,Greece,Finland","plos one"
"12036","25368997",3,3,"Georgia",2,"Georgia,United States","plos one"
"12037","25368996",8,2,"China",1,"China","plos one"
"12038","25368995",6,4,"Italy",2,"Italy,Hungary","plos one"
"12039","25368994",3,2,"Canada",1,"Canada","plos one"
"12040","25368993",5,5,"United States",1,"United States","plos one"
"12041","25368992",8,6,"Australia",6,"Australia,Sweden,Spain,United Kingdom,Netherlands,Germany","plos one"
"12042","25368991",4,1,"Canada",1,"Canada","plos one"
"12043","25368990",9,1,"United States",1,"United States","plos one"
"12044","25368989",2,2,"Taiwan",1,"Taiwan","plos one"
"12045","25368988",8,5,"Brazil",2,"Brazil,Spain","plos one"
"12046","25368986",7,3,"Australia",1,"Australia","plos one"
"12047","25368985",9,2,"China",1,"China","plos one"
"12048","25368900",7,5,"United States",1,"United States","plos one"
"12049","25365586",5,3,"Finland",1,"Finland","plos one"
"12050","25365581",4,4,"United States",2,"United States,China","plos one"
"12051","25365580",11,7,"France",1,"France","plos one"
"12052","25365578",8,2,"Australia",2,"Australia,United Kingdom","plos one"
"12053","25365577",3,2,"Korea",1,"Korea","plos one"
"12054","25365559",4,2,"United States",1,"United States","plos one"
"12055","25365558",4,1,"China",1,"China","plos one"
"12056","25365557",6,3,"Japan",1,"Japan","plos one"
"12057","25365556",6,2,"Brazil",1,"Brazil","plos one"
"12058","25365555",15,6,"Canada",4,"Canada,Israel,United States,Switzerland","plos one"
"12059","25365554",18,5,"Germany",4,"Germany,United Kingdom,Sweden,Hungary","plos one"
"12060","25365553",4,2,"Sweden",1,"Sweden","plos one"
"12061","25365522",9,3,"United States",2,"United States,India","plos one"
"12062","25365521",11,1,"United States",1,"United States","plos one"
"12063","25365520",5,2,"Brazil",1,"Brazil","plos one"
"12064","25365519",9,3,"Japan",1,"Japan","plos one"
"12065","25365518",7,1,"Poland",1,"Poland","plos one"
"12066","25365517",8,7,"Georgia",2,"Georgia,United States","plos one"
"12067","25365514",11,3,"China",1,"China","plos one"
"12068","25365510",3,2,"China",1,"China","plos one"
"12069","25365507",5,2,"China",1,"China","plos one"
"12070","25365506",15,6,"Portugal",2,"Portugal,France","plos one"
"12071","25365504",8,2,"Argentina",2,"Argentina,Colombia","plos one"
"12072","25365449",4,1,"China",1,"China","plos one"
"12073","25365448",8,3,"China",1,"China","plos one"
"12074","25365446",2,2,"United States",1,"United States","plos one"
"12075","25365430",6,6,"Norway",2,"Norway,Russian Federation","plos one"
"12076","25365429",3,2,"China",1,"China","plos one"
"12077","25365428",8,5,"China",2,"China,United States","plos one"
"12078","25365426",3,1,"United States",1,"United States","plos one"
"12079","25365425",7,2,"China",1,"China","plos one"
"12080","25365423",15,2,"United States",1,"United States","plos one"
"12081","25365422",5,2,"United States",1,"United States","plos one"
"12082","25365421",5,2,"Chile",2,"Chile,France","plos one"
"12083","25365420",2,1,"Poland",1,"Poland","plos one"
"12084","25365401",2,1,"Australia",1,"Australia","plos one"
"12085","25365399",6,3,"India",1,"India","plos one"
"12086","25365382",2,2,"Spain",2,"Spain,United Kingdom","plos one"
"12087","25365381",4,2,"China",1,"China","plos one"
"12088","25365378",6,4,"China",1,"China","plos one"
"12089","25365364",14,5,"Italy",1,"Italy","plos one"
"12090","25365359",12,2,"Japan",1,"Japan","plos one"
"12091","25365351",11,4,"Brazil",1,"Brazil","plos one"
"12092","25365350",11,2,"Italy",1,"Italy","plos one"
"12093","25365349",7,4,"Japan",1,"Japan","plos one"
"12094","25365348",16,3,"Uruguay",3,"Uruguay,France,Israel","plos one"
"12095","25365345",9,4,"France",1,"France","plos one"
"12096","25365343",7,4,"China",2,"China,United States","plos one"
"12097","25365342",10,5,"China",2,"China,United States","plos one"
"12098","25365338",10,6,"France",3,"France,Switzerland,Australia","plos one"
"12099","25365337",7,2,"Canada",1,"Canada","plos one"
"12100","25365336",3,3,"Korea",1,"Korea","plos one"
"12101","25365331",8,6,"Georgia",3,"Georgia,United States,China","plos one"
"12102","25365330",3,1,"Germany",1,"Germany","plos one"
"12103","25365329",5,3,"United States",1,"United States","plos one"
"12104","25365328",27,13,"Singapore",6,"Singapore,Sweden,Netherlands,United Kingdom,Vietnam,Thailand","plos one"
"12105","25365327",5,1,"China",1,"China","plos one"
"12106","25365326",8,3,"Japan",1,"Japan","plos one"
"12107","25365325",6,6,"China",1,"China","plos one"
"12108","25365324",2,2,"United States",1,"United States","plos one"
"12109","25365323",5,2,"Sweden",1,"Sweden","plos one"
"12110","25365322",8,1,"United States",1,"United States","plos one"
"12111","25365321",5,3,"Korea",1,"Korea","plos one"
"12112","25365320",4,2,"China",1,"China","plos one"
"12113","25365319",2,2,"Germany",1,"Germany","plos one"
"12114","25365318",6,2,"China",1,"China","plos one"
"12115","25365317",8,3,"United States",1,"United States","plos one"
"12116","25365310",8,2,"China",1,"China","plos one"
"12117","25365309",2,1,"India",1,"India","plos one"
"12118","25365308",9,5,"United Kingdom",1,"United Kingdom","plos one"
"12119","25365307",5,5,"United States",1,"United States","plos one"
"12120","25365306",8,5,"United States",1,"United States","plos one"
"12121","25365305",8,1,"China",1,"China","plos one"
"12122","25365304",7,4,"Brazil",1,"Brazil","plos one"
"12123","25365303",2,1,"Germany",1,"Germany","plos one"
"12124","25365302",10,8,"Netherlands",2,"Netherlands,Rwanda","plos one"
"12125","25365301",5,3,"Denmark",2,"Denmark,Sweden","plos one"
"12126","25365300",5,3,"China",2,"China,India","plos one"
"12127","25365291",5,1,"Japan",1,"Japan","plos one"
"12128","25365290",9,4,"United Kingdom",2,"United Kingdom,India","plos one"
"12129","25365289",4,3,"United Kingdom",1,"United Kingdom","plos one"
"12130","25365288",6,6,"United States",2,"United States,Israel","plos one"
"12131","25365261",4,2,"Brazil",1,"Brazil","plos one"
"12132","25365260",6,3,"United States",1,"United States","plos one"
"12133","25365259",6,2,"China",1,"China","plos one"
"12134","25365258",5,3,"Thailand",2,"Thailand,China","plos one"
"12135","25365257",9,7,"Spain",1,"Spain","plos one"
"12136","25365256",11,5,"China",1,"China","plos one"
"12137","25365255",8,3,"Japan",1,"Japan","plos one"
"12138","25365254",2,2,"United States",1,"United States","plos one"
"12139","25365249",13,6,"Germany",1,"Germany","plos one"
"12140","25365247",5,1,"United States",1,"United States","plos one"
"12141","25365244",4,3,"United States",1,"United States","plos one"
"12142","25365237",6,3,"Germany",1,"Germany","plos one"
"12143","25365217",4,1,"Sweden",1,"Sweden","plos one"
"12144","25365214",2,1,"Canada",1,"Canada","plos one"
"12145","25365210",8,5,"United States",1,"United States","plos one"
"12146","25365209",2,1,"United States",1,"United States","plos one"
"12147","25365208",7,1,"China",1,"China","plos one"
"12148","25365207",3,2,"China",1,"China","plos one"
"12149","25365201",5,3,"India",2,"India,United States","plos one"
"12150","25365191",18,10,"Japan",1,"Japan","plos one"
"12151","25365171",5,4,"Australia",2,"Australia,Sri Lanka","plos one"
